id,title,date_earliest,date_latest,production_country,production_region,production_minting_place,diameter,weight,production_material,production_technique,nominal
14017,Venezuela: 1879,1783,1830,Frankreich,Île-de-France,Paris,"37,2",24.99,Silver,struck,5 Bolivares
14018,Venezuela: 1858,1818,1878,Frankreich,Île-de-France,Paris,"30,1",11.53,Silver,struck,5 Reales
14019,Venezuela: 1873,1783,1830,Frankreich,Île-de-France,Paris,"30,0",12.58,Silver,struck,50 Centavos (1/2 Venezolano)
14023,Venezuela: 1874,1783,1830,Frankreich,Île-de-France,Paris,"23,0",4.99,Silver,struck,20 Centavos
14024,Amastris,-300,-285,Türkei,Paphlagonien,Amastris,23,9.25,Silver,struck,Didrachme
14025,Venezuela: 1874,1783,1830,Frankreich,Île-de-France,Paris,"15,3",1.26,Silver,struck,5 Centavos
14026,Amastris,-300,-285,Türkei,Paphlagonien,Amastris,21,9.15,Silver,struck,Didrachme
14027,Amastris,-300,-285,Türkei,Paphlagonien,Amastris,23,8.26,Silver,struck,Didrachme
14028,Amastris,-300,-285,Türkei,Paphlagonien,Amastris,22,9.37,Silver,struck,Didrachme
14029,Amastris,-300,-285,Türkei,Paphlagonien,Amastris,21-23,9.60,Silver,struck,Didrachme
14030,Amastris,-300,-285,Türkei,Paphlagonien,Amastris,16,3.22,Bronze,struck,
14031,Amastris,-300,-285,Türkei,Paphlagonien,Amastris,16,3.98,Bronze,struck,
14032,Amastris,-270,-240,Türkei,Paphlagonien,Amastris,22,5.47,Bronze,struck,
14033,Amastris,-270,-240,Türkei,Paphlagonien,Amastris,17-19,4.86,Bronze,struck,
14034,Amastris,-270,-240,Türkei,Paphlagonien,Amastris,21,5.79,Bronze,struck,
14035,Thraker: Bergaios,-400,-350,Bulgarien,Thrakien,,16,3.42,Silver,struck,
14036,Amastris,-85,-65,Türkei,Paphlagonien,Amastris,22,5.57,Bronze,struck,
14037,Sarmatien: Pharzoios,50,100,Ukraine,Sarmatien,Olbia,19,6.98,Gold,struck,Stater
14038,Amastris,-85,-65,Türkei,Paphlagonien,Amastris,21,7.28,Bronze,struck,
14039,Amastris,-85,-65,Türkei,Paphlagonien,Amastris,30,19.54,Bronze,struck,
14040,Thraker: Bergaios,-400,-350,Bulgarien,Thrakien,,15,3.31,Silver,struck,
14041,Thraker: Bergaios,-400,-350,Bulgarien,Thrakien,,16,3.52,Silver,struck,
14042,Thraker: Bergaios,-400,-350,Bulgarien,Thrakien,,10,1.16,Bronze,struck,
14043,Amastris,-85,-65,Türkei,Paphlagonien,Amastris,30,19.06,Bronze,struck,
14044,Amastris,-85,-65,Türkei,Paphlagonien,Amastris,29-31,18.59,Bronze,struck,
14045,Amastris,-85,-65,Türkei,Paphlagonien,Amastris,31,20.05,Bronze,struck,
14046,Amastris,-100,-85,Türkei,Paphlagonien,Amastris,21,7.17,Bronze,struck,
14047,Amastris,-100,-85,Türkei,Paphlagonien,Amastris,20-22,7.88,Bronze,struck,
14048,Amastris,-100,-85,Türkei,Paphlagonien,Amastris,20,8.12,Bronze,struck,
14049,Amastris,-85,-65,Türkei,Paphlagonien,Amastris,21,7.52,Bronze,struck,
14050,Amastris,-85,-65,Türkei,Paphlagonien,Amastris,21-23,7.19,Bronze,struck,
14051,Amastris,-85,-65,Türkei,Paphlagonien,Amastris,21-23,8.51,Bronze,struck,
14052,Amastris,-85,-65,Türkei,Paphlagonien,Amastris,20,8.32,Bronze,struck,
14053,Amastris,-85,-65,Türkei,Paphlagonien,Amastris,22,8.10,Bronze,struck,
14054,Amastris,-85,-65,Türkei,Paphlagonien,Amastris,20-22,8.26,Bronze,struck,
14055,Domitianus,51,96,Italien,Italia,Rom,26,9.01,Silver,struck,Cistophor
14056,Amastris,-85,-65,Türkei,Paphlagonien,Amastris,22,6.96,Bronze,struck,
14057,Amastris,-85,-65,Türkei,Paphlagonien,Amastris,22,7.14,Bronze,struck,
14058,Domitianus und Domitia,51,96,Italien,Italia,Rom,24,10.88,Silver,struck,Cistophor
14059,Nerva,30,98,Italien,Italia,Rom,27,10.63,Silver,struck,Cistophor
14060,Nerva,30,98,Italien,Italia,Rom,26,9.75,Silver,struck,Cistophor
14061,Amastris,-85,-65,Türkei,Paphlagonien,Amastris,23,7.23,Bronze,struck,
14062,Amastris,-85,-65,Türkei,Paphlagonien,Amastris,23,7.84,Bronze,struck,
14063,Amastris,-85,-65,Türkei,Paphlagonien,Amastris,23,8.01,Bronze,struck,
14064,Nerva,30,98,Italien,Italia,Rom,27,10.29,Silver,struck,Cistophor
14065,Amastris,-39,-38,Türkei,Paphlagonien,Amastris,22,8.19,Bronze,struck,
14066,Nerva,30,98,,,,26,9.16,Silver,plated,Cistophor
14067,Nerva,30,98,Italien,Italia,Rom,26,10.21,Silver,struck,Cistophor
14068,Nerva,30,98,Italien,Italia,Rom,26,9.92,Silver,struck,Cistophor
14069,Traianus,53,117,Italien,Italia,Rom,26,9.80,Silver,struck,Cistophor
14070,Traianus,53,117,Italien,Italia,Rom,26,9.22,Silver,struck,Cistophor
14071,Amastris,-59,-58,Türkei,Paphlagonien,Amastris,22,6.26,Bronze,struck,
14072,Amastris,-300,-285,Türkei,Paphlagonien,Amastris,21,9.57,Silver,struck,Didrachme
14073,Amastris,-300,-285,Türkei,Paphlagonien,Amastris,22,9.31,Silver,struck,Didrachme
14074,Amastris,-61,-57,Türkei,Paphlagonien,Amastris,23,8.28,Bronze,struck,
14075,Traianus,53,117,Italien,Italia,Rom,25,10.22,Silver,struck,Cistophor
14076,Traianus,53,117,Italien,Italia,Rom,25,9.67,Silver,struck,Cistophor
14077,Amastris,101,200,Türkei,Paphlagonien,Amastris,17,3.67,Bronze,struck,
14079,Amastris,101,200,Türkei,Paphlagonien,Amastris,19,4.14,Bronze,struck,
14080,Amastris,101,200,Türkei,Paphlagonien,Amastris,18,3.97,Bronze,struck,
14082,Amastris,98,117,Türkei,Paphlagonien,Amastris,18,4.61,Bronze,struck,
14083,Amastris,101,200,Türkei,Paphlagonien,Amastris,21,4.30,Bronze,struck,
14084,Amastris,101,200,Türkei,Paphlagonien,Amastris,21,6.82,Bronze,struck,
14086,Amastris,101,200,Türkei,Paphlagonien,Amastris,20,5.18,Bronze,struck,
14087,Amastris,101,200,Türkei,Paphlagonien,Amastris,20,6.12,Bronze,struck,
14088,Amastris,101,200,Türkei,Paphlagonien,Amastris,20,5.30,Bronze,struck,
14089,Amastris,101,200,Türkei,Paphlagonien,Amastris,21,5.33,Bronze,struck,
14090,Amastris,101,200,Türkei,Paphlagonien,Amastris,27,10.87,Bronze,struck,
14092,Amastris,101,200,Türkei,Paphlagonien,Amastris,21,4.95,Bronze,struck,
14094,Amastris,201,275,Türkei,Paphlagonien,Amastris,22,3.95,Bronze,struck,3 Assaria
14095,Amastris,201,275,Türkei,Paphlagonien,Amastris,24,4.43,Bronze,struck,3 Assaria
14097,Amastris,101,200,Türkei,Paphlagonien,Amastris,21,6.25,Bronze,struck,
14098,Amastris,193,268,Türkei,Paphlagonien,Amastris,25,9.87,Bronze,struck,
14100,Amastris,101,200,Türkei,Paphlagonien,Amastris,21,5.18,Bronze,struck,
14103,Amastris,86,161,Türkei,Paphlagonien,Amastris,28,14.08,Bronze,struck,
14104,Böhmen: Wenzel II.,1271,1305,Tschechische Republik,Böhmen,Kuttenberg (Kutná Hora),27,3.69,Silver,struck,Prager Groschen
14106,Merowinger,700,740,Frankreich,Vienne,Poitiers,12,1.11,Silver,struck,Denar (MA)
14107,Venezuela: 1879,1783,1830,Frankreich,Île-de-France,Paris,"15,9",1.00,Silver,struck,1/5 Bolivar
14108,Venezuela: 1879,1783,1830,Frankreich,Île-de-France,Paris,"15,9",1.00,Silver,struck,1/5 Bolivar
14109,Venezuela,1794,1869,Vereinigte Staaten von Amerika,Pennsylvania,Philadelphia?,"21,5",3.65,Copper,struck,Centavo
14110,Merowinger,700,735,Frankreich,Île-de-France,Paris,12,0.88,Silver,struck,Denar (MA)
14111,Spanien: Philipp IV.,1605,1665,Bolivien,,Potosí,41,26.92,Silver,struck,8 Reales
14112,Spanien: Philipp IV.,1605,1665,Bolivien,,Potosí,41,27.56,Silver,struck,8 Reales
14113,Venezuela (Provinz Maracaibo),1808,1821,Venezuela,,Maracaibo,22,3.18,Copper,struck,2/4 Real
14114,Venezuela (Provinz Maracaibo),1808,1821,Venezuela,,Maracaibo,22,3.21,Copper,struck,2/4 Real
14115,Kolumbien (Estato de Cartagena): 1812,1812,1812,Kolumbien,,Cartagena de Indias,21,4.70,Copper,struck,1/2 Real
14118,Westgoten: Egica und Wittiza,694,702,Portugal,Lusitania,Évora?,21,1.38,Gold,struck,Triens
14124,Merowinger: Pseudoimperial,527,570,Frankreich,,,13,1.47,Gold,struck,Triens
14125,Schlotheim: Herren,1250,1250,Deutschland,Thüringen,Mihla,36,0.53,Silver,struck,Brakteat
14128,Merowinger,700,710,Frankreich,Bouches-du-Rhône,Marseille,9,1.00,Silver,struck,Denar (MA)
14129,Deutsches Reich: Andernach,1024,1050,Deutschland,Rheinland,Andernach,20,1.08,Silver,struck,Denar (MA)
14130,Merowinger: Pseudoimperial,582,620,Frankreich,Bouches-du-Rhône,Marseille,14,0.99,Gold,struck,Triens
14131,Salzburg: Erzbistum,1539,1540,Österreich,Salzburg,Salzburg,34,21.06,Gold,struck,6 Dukaten
14132,Marsberg: Abtei,1056,1071,Deutschland,Westfalen,Marsberg,19,1.31,Silver,struck,Denar (MA)
14135,Deutsches Reich: Minteona-Gruppe,1024,1039,Deutschland,Rheinland,,19,1.07,Silver,struck,Denar (MA)
14136,Salzburg: Erzbistum,1538,1540,Österreich,Salzburg,Salzburg,48,30.97,Bronze,struck,
14148,Salzburg: Erzbistum,1586,1653,Österreich,Salzburg,Salzburg,43,27.82,Gold,struck,8 Dukaten
14150,Salzburg: Erzbistum,1536,1540,Österreich,Salzburg,Salzburg,21,2.52,Silver,struck,Groschen
14152,Salzburg: Erzbistum,1559,1617,Österreich,Salzburg,Salzburg,50,13.88,Gold,struck,4 Dukaten (Klippe)
14154,Kyme,-350,-300,Türkei,Aeolis,Kyme,14,1.33,Silver,struck,1/2 Drachme (Hemidrachme)
14155,Kyme,-350,-300,Türkei,Aeolis,Kyme,14,2.04,Silver,struck,1/2 Drachme (Hemidrachme)
14156,Kyme,-350,-300,Türkei,Aeolis,Kyme,14,2.04,Silver,struck,1/2 Drachme (Hemidrachme)
14157,Kyme,-350,-300,Türkei,Aeolis,Kyme,14,1.82,Silver,struck,1/2 Drachme (Hemidrachme)
14158,Kyme,-350,-300,Türkei,Aeolis,Kyme,15,1.96,Silver,struck,1/2 Drachme (Hemidrachme)
14159,Kyme,-350,-300,Türkei,Aeolis,Kyme,12,1.27,Silver,struck,1/2 Drachme (Hemidrachme)
14160,Ostgoten,491,537,Italien,Latium,Rom,23,11.10,Copper,struck,20 Nummi
14161,Karolinger: Karl der Große,747,814,Frankreich,Indre-et-Loire,Tours,21,1.58,Silver,struck,Denar (MA)
14162,Karolinger: Ludwig der Fromme,778,840,Deutschland,Rheinland,Aachen,20,4.37,Gold,struck,Solidus
14163,Karolinger: Ludwig der Fromme,778,840,Deutschland,Rheinland,Köln,20,1.70,Silver,struck,Denar (MA)
14164,Rom: Gregor IV. und Ludwig der Fromme,778,844,Vatikan,,Rom,23,1.31,Silver,struck,Denar (MA)
14165,Amastris,138,161,Türkei,Paphlagonien,Amastris,27,9.94,Bronze,struck,
14166,Amastris,138,161,Türkei,Paphlagonien,Amastris,22,6.16,Bronze,struck,
14168,Amastris,138,161,Türkei,Paphlagonien,Amastris,23,7.98,Bronze,struck,
14169,Salzburg: Erzbistum,1523,1540,Österreich,Salzburg,Salzburg,21,3.49,Gold,struck,Dukat
14171,Pitane,81,96,Türkei,Mysien,Pitane,17,2.06,Bronze,struck,
14172,Amastris,138,161,Türkei,Paphlagonien,Amastris,24,7.23,Bronze,struck,
14173,Amastris,86,161,Türkei,Paphlagonien,Amastris,20,3.59,Bronze,struck,
14174,Amastris,121,180,Türkei,Paphlagonien,Amastris,29,12.03,Bronze,struck,
14175,Amastris,121,180,Türkei,Paphlagonien,Amastris,22,8.58,Bronze,struck,
14176,Amastris,121,180,Türkei,Paphlagonien,Amastris,18,3.70,Bronze,struck,
14177,Amastris,144,161,Türkei,Paphlagonien,Amastris,20,4.52,Bronze,struck,
14178,Amastris,144,161,Türkei,Paphlagonien,Amastris,18,3.41,Bronze,struck,
14179,Amastris,121,180,Türkei,Paphlagonien,Amastris,18,3.76,Bronze,struck,
14180,Amastris,161,180,Türkei,Paphlagonien,Amastris,18,3.82,Bronze,struck,
14181,Amastris,121,180,Türkei,Paphlagonien,Amastris,17,4.04,Bronze,struck,
14182,Amastris,147,176,Türkei,Paphlagonien,Amastris,23,8.46,Bronze,struck,
14183,Amastris,147,176,Türkei,Paphlagonien,Amastris,22,7.49,Bronze,struck,
14184,Amastris,147,176,Türkei,Paphlagonien,Amastris,24,8.47,Bronze,struck,
14185,Amastris,147,176,Türkei,Paphlagonien,Amastris,23,8.57,Bronze,struck,
14186,Amastris,147,176,Türkei,Paphlagonien,Amastris,20,3.14,Bronze,struck,
14187,Amastris,147,176,Türkei,Paphlagonien,Amastris,18,3.57,Bronze,struck,
14188,Amastris,147,176,Türkei,Paphlagonien,Amastris,17,2.56,Bronze,struck,
14189,Amastris,130,169,Türkei,Paphlagonien,Amastris,28,11.57,Bronze,struck,
14190,Amastris,130,169,Türkei,Paphlagonien,Amastris,29,12.83,Bronze,struck,
14191,Amastris,130,169,Türkei,Paphlagonien,Amastris,22,8.85,Bronze,struck,
14192,Amastris,130,169,Türkei,Paphlagonien,Amastris,19,3.60,Bronze,struck,
14193,Amastris,130,169,Türkei,Paphlagonien,Amastris,18,3.85,Bronze,struck,
14194,Baer: Herrschaft,1445,1456,Niederlande,Gelderland,,23,3.16,Gold,struck,Goldgulden
14195,Amastris,149,181,Türkei,Paphlagonien,Amastris,22,7.35,Bronze,struck,
14196,Amastris,161,192,Türkei,Paphlagonien,Amastris,19,4.77,Bronze,struck,
14197,Amastris,193,217,Türkei,Paphlagonien,Amastris,25,7.44,Bronze,struck,
14198,Amastris,170,217,Türkei,Paphlagonien,Amastris,24,8.12,Bronze,struck,
14199,Amastris,209,212,Türkei,Paphlagonien,Amastris,25,8.57,Bronze,struck,
14200,Amastris,209,212,Türkei,Paphlagonien,Amastris,28,13.15,Bronze,struck,
14201,Amastris,218,224,Türkei,Paphlagonien,Amastris,31,13.76,Bronze,struck,8 Assaria
14202,Amastris,241,244,Türkei,Paphlagonien,Amastris,25,6.01,Bronze,struck,4 Assaria
14203,Amastris,206,253,Türkei,Paphlagonien,Amastris,28,11.75,Bronze,struck,8 Assaria
14204,Amastris,251,253,Türkei,Paphlagonien,Amastris,22,5.85,Bronze,struck,6 Assaria
14205,Deutsche Demokratische Republik: 1986 Sanssouci,1986,1986,Deutschland,Brandenburg,Berlin,28,9.56,Cupro-Nickel,struck,5 Mark
14206,Osca,-63,14,Spanien,Hispania,Osca,29,11.14,Bronze,struck,
14207,Thraker: Saratokos,-410,-390,Bulgarien,Thrakien,,11,0.96,Silver,struck,
14208,Thraker: Saratokos,-410,-390,Bulgarien,Thrakien,,11,0.94,Silver,struck,
14209,Thraker: Saratokos,-410,-390,Bulgarien,Thrakien,,11,1.06,Silver,struck,
14210,Thraker: Saratokos,-410,-390,Bulgarien,Thrakien,,9,0.75,Silver,struck,
14211,Thraker: Saratokos,-410,-390,Bulgarien,Thrakien,,11,0.78,Silver,struck,
14212,Makedonien: Alexandros III.,-313,-312,Libanon,Phönizien,Sidon (Saida),19,8.56,Gold,struck,Stater
14213,Makedonien: Antigonos Gonatas,-319,-239,Griechenland,Makedonien,Pella,30,16.99,Silver,struck,Tetradrachme
14214,Makedonien: Antigonos Gonatas,-319,-239,Griechenland,Makedonien,Pella,30,16.67,Silver,struck,Tetradrachme
14215,Makedonien: Antigonos Gonatas,-319,-239,Griechenland,Makedonien,Pella,32,16.73,Silver,struck,Tetradrachme
14223,Priene,-330,-300,Türkei,Ionien,Priene,17,4.92,Silver,struck,Oktobol
14226,Priene,-270,-240,Türkei,Ionien,Priene,18,4.27,Silver,struck,Drachme
14232,Priene,-190,-170,Türkei,Ionien,Priene,18,3.66,Silver,struck,Drachme
14233,Priene,-190,-170,Türkei,Ionien,Priene,17,3.93,Silver,struck,Drachme
14237,Priene,-590,-530,Türkei,Ionien,Priene,17,3.42,Silver,struck,Drachme
14249,Diokaisareia,188,217,Türkei,Kilikien,Diokaisareia,30,17.88,Bronze,struck,
14250,Makedonien: Alexandros III.,-210,-200,Türkei,Ionien,Priene,29,15.98,Silver,struck,Tetradrachme
14251,Priene,-290,-240,Türkei,Ionien,Priene,12,1.56,Bronze,struck,
14252,Priene,-125,-90,Türkei,Ionien,Priene,18,4.80,Bronze,struck,
14257,Bayern: Herzogtum,916,937,Österreich,Salzburg,Salzburg,22,1.64,Silver,struck,Denar (MA)
14258,Salzburg: Erzbistum,1025,1041,Österreich,Salzburg,Salzburg,22,1.23,Silver,struck,Denar (MA)
14259,Magnentius,301,353,Frankreich,Gallia,Lyon,19,4.92,Bronze,struck,Aes 2
14261,Kirchenstaat: Leo X.,1475,1521,Vatikan,,Rom,28,3.93,Silver,struck,Giulio
14262,Thraker: Sadales,-48,-42,Bulgarien,Thrakien,,16,2.41,Bronze,struck,Diobol
14263,Thraker: Sariakos,-180,-100,Rumänien,Thrakien,,18,3.97,Bronze,struck,
14264,Germanicus,12,19,Italien,Italia,Rom,28,10.73,Bronze,struck,As
14265,Priene,-90,-50,Türkei,Ionien,Priene,20,6.93,Bronze,struck,
14266,Germanicus,12,19,Italien,Latium,Rom,28,9.75,Bronze,struck,As
14267,Priene,76,138,Türkei,Ionien,Priene,32,20.87,Bronze,struck,
14268,Germanicus,12,19,Italien,Italia,Rom,28,10.99,Bronze,struck,As
14269,Germanicus,12,19,Italien,Italia,Rom,28,10.95,Bronze,struck,As
14270,Priene,76,138,Türkei,Ionien,Priene,23,7.70,Bronze,struck,
14271,Germanicus,12,19,Italien,Italia,Rom,28,10.25,Bronze,struck,As
14272,Germanicus,12,19,Italien,Italia,Rom,29,9.69,Bronze,struck,As
14273,Germanicus,12,19,Italien,Italia,Rom,29,11.11,Bronze,struck,As
14274,Germanicus,12,19,Italien,Italia,Rom,30,10.20,Bronze,struck,As
14278,Germanicus,12,19,Italien,Italia,Rom,27,10.72,Bronze,struck,As
14281,Germanicus,12,19,Italien,Italia,Rom,28,9.64,Bronze,struck,As
14282,Germanicus,12,19,Italien,Italia,Rom,28,10.78,Bronze,struck,As
14283,Germanicus,12,19,Italien,Italia,Rom,28,9.90,Bronze,struck,As
14284,Koson,-50,-29,Rumänien,Dakien,,21,8.54,Gold,struck,Stater
14285,Koson,-50,-29,Rumänien,Dakien,,20,8.48,Gold,struck,Stater
14286,Germanicus,12,19,Italien,Italia,Rom,36,26.99,Bronze,struck,
14287,Koson,-50,-29,Rumänien,Dakien,,19,8.49,Gold,struck,Stater
14288,Koson,-50,-29,Rumänien,Dakien,,21,8.28,Gold,struck,Stater
14290,Koson,-50,-29,Rumänien,Dakien,,20,8.43,Gold,struck,Stater
14292,Koson,-50,-29,Rumänien,Dakien,,22,8.40,Gold,struck,Stater
14293,Koson,-50,-29,Rumänien,Dakien,,21,8.35,Gold,struck,Stater
14294,Koson,-50,-29,Rumänien,Dakien,,21,8.29,Gold,struck,Stater
14295,Germanicus,12,19,Italien,Italia,Rom,27,11.40,Bronze,struck,As
14297,Germanicus,12,19,Italien,Italia,Rom,28,11.16,Bronze,struck,As
14298,Germanicus,12,19,Italien,Italia,Rom,28,10.93,Bronze,struck,As
14299,Germanicus,12,19,Italien,Italia,Rom,29,12.83,Bronze,struck,As
14300,Germanicus,12,19,Italien,Italia,Rom,27,9.45,Bronze,struck,As
14301,Germanicus,-10,19,Italien,Italia,Rom,30,11.26,Bronze,struck,As
14302,Germanicus,-10,19,Italien,Italia,Rom,30,11.14,Bronze,struck,As
14303,Germanicus,-10,19,Italien,Italia,Rom,30,11.09,Bronze,struck,As
14304,Germanicus,-10,19,Italien,Italia,Rom,29,11.71,Bronze,struck,As
14305,Germanicus,-10,19,Italien,Italia,Rom,30,10.42,Bronze,struck,As
14306,Germanicus,-10,19,Italien,Italia,Rom,29-32,11.11,Bronze,struck,As
14307,Germanicus,-10,19,Italien,Italia,Rom,30,10.93,Bronze,struck,As
14308,Titus: Restitution,39,19,Italien,Italia,Rom,27,11.19,Bronze,struck,As
14309,Titus: Restitution,39,19,Italien,Italia,Rom,27,11.81,Bronze,struck,As
14310,Titus: Restitution,39,19,Italien,Italia,Rom,26,9.28,Bronze,struck,As
14311,Titus: Restitution,39,19,Italien,Italia,Rom,27,11.45,Bronze,struck,As
14312,Domitianus: Restitution,51,19,Italien,Italia,Rom,27,9.55,Bronze,struck,As
14313,Domitianus: Restitution,51,19,Italien,Italia,Rom,26,8.97,Bronze,struck,As
14314,Domitianus: Restitution,51,19,Italien,Italia,Rom,27,8.28,Bronze,struck,As
14315,Germanicus,12,19,Italien,Italia,Rom,27,9.28,Bronze,struck,As
14316,Germanicus,12,19,Italien,Italia,Rom,26,9.38,Bronze,struck,As
14317,Segesta,-412,-400,Italien,Sizilien,Segesta,24,8.44,Silver,struck,Didrachme
14318,Segesta,-405,-400,Italien,Sizilien,Segesta,27,16.96,Silver,struck,Tetradrachme
14319,Agrippina (Maior),-14,33,Italien,Italia,Rom,37,26.59,Bronze,struck,Sesterz
14320,Agrippina (Maior),-14,33,Italien,Italia,Rom,36,28.92,Bronze,struck,Sesterz
14321,Agrippina (Maior),-14,33,Italien,Italia,Rom,35,28.78,Bronze,struck,Sesterz
14322,Agrippina (Maior),-14,33,Italien,Italia,Rom,37,27.77,Bronze,struck,Sesterz
14323,Agrippina (Maior),-14,33,Italien,Italia,Rom,35,24.12,Bronze,struck,Sesterz
14324,Agrippina (Maior),-14,33,Italien,Italia,Rom,36,25.77,Bronze,struck,Sesterz
14325,Agrippina (Maior),-14,33,Italien,Italia,Rom,34,29.01,Bronze,struck,Sesterz
14326,Agrippina (Maior),-14,33,Italien,Italia,Rom,35,28.30,Bronze,struck,Sesterz
14327,Agrippina (Maior),-14,33,Italien,Italia,Rom,34,29.12,Bronze,struck,Sesterz
14328,Agrippina (Maior),-14,33,Italien,Italia,Rom,36,29.81,Bronze,struck,Sesterz
14330,Agrippina (Maior),-14,33,Italien,Italia,Rom,36,28.70,Bronze,struck,Sesterz
14331,Segesta,-405,-400,Italien,Sizilien,Segesta,28-31,16.64,Silver,struck,Tetradrachme
14332,Agrippina (Maior),-14,33,Italien,Italia,Rom,35,27.60,Bronze,struck,Sesterz
14333,Agrippina (Maior),-14,33,Italien,Italia,Rom,36,30.29,Bronze,struck,Sesterz
14334,Agrippina (Maior),-14,33,Italien,Italia,Rom,38,26.33,Bronze,struck,Sesterz
14335,Agrippina (Maior),-14,33,Italien,Italia,Rom,37,27.98,Bronze,struck,Sesterz
14336,Nero Caesar und Drusus Caesar,7,33,Italien,Italia,Rom,30,12.33,Bronze,struck,Dupondius
14337,Nero Caesar und Drusus Caesar,7,33,Italien,Italia,Rom,29,16.04,Bronze,struck,Dupondius
14338,Nero Caesar und Drusus Caesar,7,33,Italien,Italia,Rom,29,16.03,Bronze,struck,Dupondius
14339,Nero Caesar und Drusus Caesar,7,33,Italien,Italia,Rom,28,12.44,Bronze,struck,Dupondius
14340,Nero Caesar und Drusus Caesar,7,33,Italien,Italia,Rom,29,15.54,Bronze,struck,Dupondius
14341,Nero Caesar und Drusus Caesar,7,33,Italien,Italia,Rom,31,16.74,Bronze,struck,Dupondius
14342,Nero Caesar und Drusus Caesar,7,33,Italien,Italia,Rom,30,16.89,Bronze,struck,Dupondius
14343,Römisch-Kampanisch,-326,-300,Italien,Kampanien,Neapel,15,2.53,Bronze,struck,
14344,Römisch-Kampanisch,-326,-300,Italien,Kampanien,Neapel,16,3.54,Bronze,struck,
14345,Römisch-Kampanisch,-280,-276,Italien,Lukanien,Metapont?,18,7.39,Silver,struck,Didrachme
14346,Römisch-Kampanisch,-280,-276,Italien,Lukanien,Metapont?,20,7.35,Silver,struck,Didrachme
14347,Römisch-Kampanisch,-280,-276,Italien,Lukanien,Metapont?,20,7.38,Silver,struck,Didrachme
14348,Römisch-Kampanisch,-280,-276,Italien,Lukanien,Metapont?,20,7.27,Silver,struck,Didrachme
14349,Römisch-Kampanisch,-280,-276,Italien,Lukanien,Metapont?,20,7.54,Silver,struck,Didrachme
14350,Römisch-Kampanisch,-275,-270,Italien,Kampanien,,20,7.38,Silver,struck,Didrachme
14351,Seleukiden: Seleukos I.,-356,-323,Iran,Medien,Ekbatana,21,16.61,Gold,struck,Doppeldareike
14352,Sachsen: August,1556,1604,Deutschland,Sachsen,Dresden,17,0.82,Silver,struck,Dreier (NZ)
14353,Byzantion: Lysimachi,-356,-323,Türkei,Thrakien,Byzantion,36,16.44,Silver,struck,Tetradrachme
14354,Nürnberg: Stadt,1562,1562,Deutschland,Franken,Nürnberg,38,24.51,Silver,struck,Guldentaler (60 Kreuzer)
14355,Nürnberg: Stadt,1574,1574,Deutschland,Franken,Nürnberg,19,0.73,Silver,struck,Dreier (Gröschlein)
14358,Makedonien: Alexandros III.,-332,-323,Ägypten,Ägypten,Memphis,19,8.57,Gold,struck,Stater
14359,Makedonien: Alexandros III.,-356,-323,Griechenland,Makedonien,Amphipolis,26,17.18,Silver,struck,Tetradrachme
14360,Makedonien: Römische Provinz (Aesillas),-90,-75,Griechenland,Makedonien,Thessaloniki?,31,16.66,Silver,struck,Tetradrachme
14361,Koinon der Makedonen,-356,-323,Griechenland,Makedonien,Beroia,28,13.17,Bronze,struck,
14363,Thraker: Mostis,-130,-100,Bulgarien,Thrakien,,22,6.02,Bronze,struck,
14364,Tomis: Lysimachi,-356,-323,Rumänien,Thrakien,Tomis,19,8.29,Gold,struck,Stater
